airline_name,content,airport,overall_rating,comfort_rating,cleanliness_rating,bar_beverages_rating,catering_rating,washrooms_rating,wifi_connectivity_rating,staff_service_rating,recommended
Lufthansa,The most complicated WiFi-access ever. The Lufthansa/Star Alliance lounge at the Delhi International Airport is fine except for the strange WiFi-routines. The lounge is big nice furniture good access to electricity nice staff clean good food and beverage selection clean restrooms but the WiFi! You receive an access code per device. You have to enter these codes and then wait for an SMS with some kind of verification code. When you return to the webpage after receiving the SMS-sent code then you are back to the initial page again and have to start all over again. If you are lucky you are logged in. If you are inactive on the internet for a few minutes you are logged out and have to ask for a new code and start all over again. Why make it so complicated. It is like the domestic Lufthansa lounges in the early 2000s.,Delhi Airport,3.0,4,5,3.0,4.0,3.0,1.0,4.0,yes
Lufthansa,The new lounge which was opened at the same time as new Z Concourse is very modern. However I noticed that the food selection and quality is getting lower each month. The sweets are just regular cookies but in the past there were chocolate pastries! The LH staff at the counter inside is far more occupied by phone or chit-chatting with each other than taking care of the passengers. I also noticed they grab drinks and snacks from the main bar and would enjoy them at their work position. No more refreshing towels on display to take. Now you have to ask for them at the counter and you get no more than 2!,Frankfurt Main Airport,3.0,3,3,3.0,2.0,4.0,4.0,2.0,yes
Lufthansa,"Pleasant and spacious lounge with an acceptably tasty selection of warm/cold food snacks and beverages. Entrance staffing is odd. Non-LH entrance check leaves the two LH lounge dragons free to communicate nonstop. Which they do. Not by way of greeting guests more like ""nonstop them"". Weird choices of hot food: Both dishes were made of pork on both visits highly Muslim-friendly. The longest mobile-phone conversation clearly audible was when a Sky Chefs employee answered her phone to discuss her Sunday lunch. At least it sounded more interesting than what Sky Chefs offered in the lounge. Empty trays used to be refilled at faster speeds so your selection may be drastically reduced during a short visit. Empty dishes are removed from tables at infrequent intervals. Sky Chefs and LH offer a consistent experience: They present themselves as self-serving organisations which will accommodate customers albeit grudgingly and only once done with themselves.",Unknown,3.0,4,3,4.0,1.0,4.0,5.0,1.0,no
Lufthansa,Very decent size with a good range of food and drink available including weissbier on tap which is always welcome and traditional Bavarian specialties; welcoming area and a good amount of seating. Excellent selection of newspapers and a nice place to spend some time before the flight. No announcements; you need to check the screens yourself. Worth visiting again.,Munich Airport,5.0,5,4,5.0,5.0,4.0,4.0,5.0,yes
Lufthansa,The lounge was very busy at peak times however the food was good and the bathrooms were clean.,Munich Airport,4.0,4,5,4.0,4.0,5.0,5.0,4.0,yes
Lufthansa,An excellent lounge - bright comfortable welcoming staff good food and drinks. There was a calm environment friendly and efficient. Food was good in quality and variety and the drinks were plentiful and restocked efficiently. Very good.,Riga Airport,4.0,4,5,4.0,3.0,4.0,4.0,5.0,yes
Lufthansa,Fairly simple in all respects but calm and not too busy. Easy to get things done so functionally good. Service is ok but lacks warmth something I have noticed in the lounge on Level G too.,Unknown,4.0,4,4,3.0,3.0,4.0,5.0,3.0,yes
Lufthansa,First time in this lounge used AA Admirals Club and TAM First Class lounges previously while traveling on Lufthansa. This lounge is a downgrade. Very small and claustrophobic with no views and no windows. A small buffet of sub-standard appetizers including small salads and sweets which did not look appetizing. A poor bar selection couldn't find anything I wanted to drink. Had to seat and wait but temperature in the room was really high and I decided to leave and wait close to the gate instead. Hope Lufthansa will find a better options for their First and Business class customers as this does not match their high standards.,Sao Paulo Guarulhos Airport,3.0,2,4,2.0,2.0,4.0,4.0,3.0,no
Lufthansa,Munich First Class lounge is still one of Lufthansa's best. Very well appointed elegant and classy with great service. In the restaurant plenty of good choices both on buffet and a la carte menu. Extensive wines and spirit list. Large magazines and newspapers selection. In the spa I noticed a drop in the level of service they no longer provided bath salts and other toiletries but one generic shower gel to be used as bubble bath shampoo soap and everything else. Even the now famous Lufthansa rubber duck was not available at first and had to be requested. Wifi was not working and receptionist suggested me to use the general Munich Flufghafen wifi which was ok. Later on board their wifi was out too. At the time of boarding had to walk for more than 10 minutes to the gate while in Frankfurt they automatically offer to take you to plane by a limo. They need to maintain the same standard as in their Frankfurt lounges.,Munich Airport,4.0,5,5,4.0,5.0,4.0,1.0,4.0,yes
Lufthansa,A very nice lounge great cocktail bar. Food was also good and a fair choice. Staff friendly. Close to the smoking room. Good size with lots of areas to relax in.,Munich Airport,4.0,4,5,4.0,4.0,4.0,4.0,4.0,yes
Lufthansa,Staff is excellent very attentive and friendly. Kids enjoyed the special kids play area. We spent some time in the shower section. Identical with all FCL of LH but here just only one has jacuzzi. Enzo toiletries and have time to relax and refresh. Breakfast choice was ok but quality of some items (croissant pastries) could be better for this level of lounge. Drink choice was really huge and fine. Food that starts at 10.30 is outstanding. Several dishes on buffet but the real top is the a la carte restaurant. Finally via private car (a Merc mini van as we were 4 ) to the aircraft. In total really 5 star experience.,Frankfurt Main Airport,5.0,4,5,5.0,5.0,5.0,5.0,5.0,yes
Lufthansa,The lounge was busy and quite small and it is as with Terminal 1 ageing. There was still a very poor choice of food and beverages- only a poor quality English breakfast cereals and various hot and cold drinks were available. The lounge was quite comfortable with clean washrooms and good Wifi that worked well but the tables were quite dirty making for an average experience.,London Heathrow Airport,3.0,3,3,4.0,2.0,4.0,5.0,3.0,no
Lufthansa,This is nice new lounge with ok food offerings good selection of beverages and newspapers/magazines. The free WIFI is not fast but works ok for e-mails. The main issue is that it is too small or that too many are allowed into it. In any case it is very difficult to find a place here the toilets are also overcrowded. For some reason they also decided to put just one person in front of the lounge to check your boarding pass so this takes a while especially with people using this employee as an information point. All-in-all good if you manage to find a spot. A definite improvement to the old lounges however.,Unknown,3.0,3,3,4.0,3.0,3.0,2.0,3.0,yes
Lufthansa,Newly opened lounge features impressive seating place with a brilliant view of an apron. There is free wi-fi inside with a very high operating speed. Nice generous choice of food (sandwiches crisps snacks etc.) and one of the best bargains of the alcohol-drinks I've ever seen!,Katowice Airport,4.0,5,5,5.0,4.0,0.0,5.0,5.0,yes
Lufthansa,Lufthansa (LH) runs this Lounge as part of the SAS business lounge. The location is not that bad as the backdoor brings you directly to the gate and the staff calls for your flight. It's rather small with about 25 seats. Free Magazines and Papers WiFi 4 computers. Beverages are to LH standards food however is below standard. Waiting here for about 90min no problem 5 hrs would be a nightmare.,Newark Airport,4.0,3,4,4.0,3.0,3.0,4.0,4.0,yes
Lufthansa,Spacious lounge just beyond security in terminal A. Leather armchairs plenty of power points and some nice food although the range is a bit limited. Pleasant place to wait for a flight especially as there's not much at all in the airport itself!,Hannover Airport,5.0,5,5,5.0,4.0,4.0,5.0,4.0,yes
Lufthansa,Arrived with Austrian Airlines at T1 and had a connecting flight to Sao Paulo with Lufthansa. I had to leave the main terminal and after a 6-8 minutes outside walk entered the First Class Terminal. Receptionist helped me with passport and security control and showed me the facilities which are exclusive for long haul First class passengers. The terminal has its own duty free and lounge with different seating areas huge bar restaurant and buffet area cigar room bathrooms etc. It is big and very elegant with many leather chairs and sofas and smaller rooms. It has large windows but no apron or runaways views. Huge bathroom complete with plushy towels and bathrobe and ETRO toiletries. Jacuzzi had none of the special spa features of the similar one at their Munich lounge. Small Duty Free had the main brands. Extensive menu for dinner buffet and a-la-carte restaurant but chose to have dinner on the flight instead. Great selection of magazines but wanted to use a computer and was told they no longer offer computers in the lounge which was a disappointment. 30 minutes before departure escorted downstairs where my passport was checked and Porsche Cayenne to the aircraft. This is a huge terminal which never got crowded very comfortable luxurious and well-appointed. It lacks some of the details of their smaller lounge in Munich.,Frankfurt Main Airport,5.0,4,5,5.0,5.0,5.0,4.0,5.0,yes
Lufthansa,This lounge doubles as an arrivals and departures lounge so after a flight from Sao Paulo I decided to use the lounge. Nice reception with welcoming staff handed my passport to an official so passport control done in the lounge area which was and nice. Beautiful lounge not a huge one but cozy with different seating areas to choose with leather sofas and cocktail tables (with Mozart chocolates). 4 or 5 computer stations. Decided to take a bath more than half-a dozen bathrooms. Large marbled room with a jacuzzi rain shower area with bathrobe towels slippers and ETRO amenities. Staff came back with the Lufthansa First Class Lounge Rubber Duck! In the restaurant area I was handed a menu with brunch choices cooked according to taste but decided to check the buffet instead. Several choices of breads cheeses meats smoked fishes 2 or 3 hot entrees sweets etc. Unfortunately the lounge is inside the terminal and offers no apron or runway view but it does provide friendly and efficient service.,Munich Airport,5.0,4,5,5.0,5.0,5.0,4.0,5.0,yes
Lufthansa,This is a delightful lounge. The staff knew who we were as I had asked for a massage to be pre- arranged. Check in was efficient. The first visit was on the outward flight to Cape town - so a long bath and rest before dining as we had plenty of time. The service was very friendly. On the return journey we arrived at 0500 and had 3 hours in the lounge. This time it was more crowded but the service again was impeccable - had a shower and a lovely breakfast. The best bit was the fact the plane was not on a stand so we were taken to the plane by a Merc.,Munich Airport,5.0,5,5,5.0,5.0,5.0,5.0,5.0,yes
Lufthansa,Concourse B luggage pick up area outstanding welcome lounge. Excellent breakfast shower area very clean bathrooms. A very good Lufthansa product.,Frankfurt Main Airport,4.0,4,5,5.0,5.0,4.0,4.0,4.0,yes
Lufthansa,Excellent lounge if you come in early. Food selection mainly sandwiches. Beverage all type of sodas beer wine coffee. The boarding is outstanding as you don't have to be staying in line with the crowd.,Frankfurt Main Airport,3.0,4,4,4.0,3.0,3.0,3.0,3.0,yes
Lufthansa,Travelling with Lufthansa between MIA-FRA. The worst lounge I have ever visited. No service. Food - I would not even call that refreshments awful quality. Drinks only from the bar from a bartender - nothing special. Wi-Fi really slow practically impossible to use. Very crowded. No newspapers. Not worth it. No other options on Concourse J. Very poor facility comparing to regular Lufthansa or other Star Alliance lounges.,Miami Airport,2.0,2,2,2.0,1.0,2.0,1.0,2.0,no
Lufthansa,The lounge in the B concourse area looks very similar to the First Class Terminal but they are worlds apart. This morning there were two men and a woman to greet guests as they arrived. The two men were completely disinterested in greeting or lending a hand to adjust our seats on the next flight. It was like pulling teeth to have them assign us two seats together even though we already knew the flight was nearly half empty. They really don't belong especially after having just stepped off a terrific flight where every staff member did their absolute best to ensure a restful and pleasant journey for each passenger. The lounge is quite full almost every seat is taken. The food offerings look decent but perhaps a tad tired as it's nearly time to switch out for the lunch menu.,Frankfurt Main Airport,4.0,4,3,4.0,4.0,3.0,5.0,2.0,yes
Lufthansa,They offer only a small snack. I have been in the Lufthansa lounge B48 on my last flight. That lounge offers much more food and facilities. I was very angry what they offer the passenger at this C16 lounge.,Frankfurt Main Airport,3.0,2,4,1.0,1.0,4.0,4.0,3.0,no
Lufthansa,This is a new lounge and much better than the previous shared lounges. Quiet Wifi reasonable food offerings. Very attentive staff.,Delhi Airport,4.0,4,4,3.0,4.0,4.0,5.0,5.0,yes
Lufthansa,I am not sure why I still go to this lounge as it has always been overcrowded not particularly clean with poor food offerings. This time the airport public areas outside were more peaceful than this place. Lufthansa really needs to take a look at this lounge and improve the standards as it is an embarrassment.,Frankfurt Main Airport,2.0,2,2,3.0,2.0,2.0,1.0,2.0,no
Lufthansa,This Senator lounge in Munich is one of my favourite. Cosy friendly staff amazing food high quality of wine and champagne and nice atmosphere. This lounge is only for Senator customers and Star Alliance Gold card holders.,Munich Airport,5.0,5,5,5.0,5.0,4.0,5.0,5.0,yes
Lufthansa,Totally disappointing! Lufthansa advertises its Lounges as something exclusive. But the Lufthansa Business Lounge is such a shame. Food offer is bread rolls jam butter yoghurt a banana and pickled cucumbers. In Berlin at least it was empty but Munich was crowded in a way you don't even find a seat. Having in mind that in order to get into these lounges you were first paying Thousands of euro to Lufthansa flight tickets I am seriously surprised.,Munich Airport,3.0,2,4,1.0,1.0,4.0,3.0,4.0,no
Lufthansa,Very large lounge it seemed crowded at first but as we walked in a clockwise circle the crowd thinned. A huge variety of snacks and treats to enjoy. A few English newspapers no magazines except Golf. The bathrooms were cramped and awkward to use but clean. The wifi was free. It was a nice place to hang out for 2 hrs between flights.,Frankfurt Main Airport,4.0,4,4,5.0,5.0,2.0,5.0,5.0,yes
Lufthansa,They know you and where you travel to when you enter the lounge immigration happens there and personally. The lounge is modern but with a warm atmosphere. You can help yourself at the buffet drinks are served to your seat or you can order a hot meal cooked freshly. The selection of food and drinks is great. Huge showers and you can have a bath if you like. Best of all you'll be taken to the plane by limousine if it's parked on an outside position and not docked to a gate.,Munich Airport,5.0,5,5,5.0,5.0,5.0,5.0,5.0,yes
Lufthansa,What a wonderful enclave of service tucked into DTW's new North terminal. Excellent food/champagne. Attentive staff. Quiet/refined service. Beats any other business lounge in the USA. Limited hours but when open cannot be topped!,Detroit Airport,5.0,5,5,5.0,5.0,4.0,5.0,5.0,yes
Lufthansa,Lounge is small but nice the only option for Star travellers in Mumbai. Staff welcoming and smiley. Food limited but more than just snacks. Could do with computer terminals in case you don't have a wifi device with you. Two let downs are it not having a flight screen at all in the lounge. Also they had a row of clocks for world time and had taken the Mumbai one down - I couldn't work out why if that one broke they didn't put the Singapore clock in its place and change its time.,Mumbai Airport,4.0,4,5,3.0,3.0,4.0,4.0,5.0,yes
Lufthansa,An older and smaller lounge of other Lufthansa lounges at Frankfurt. It is packed at all times and even if service is constant (bar and food) it is impossible to relax and have a seat. The venue is not at all in accordance with today's traveller. Staff should avoid having drinks and snacks from the passenger area and consumed at the front desk.,Frankfurt Main Airport,4.0,2,4,4.0,4.0,4.0,4.0,4.0,no
Lufthansa,The Star Alliance lounge at CDG in terminal 2 near gates 60-6 is downstairs. The space proved to be comfortable and quiet with a very good selection of snacks drinks and sandwiches.,Paris CDG Airport,4.0,4,5,5.0,4.0,5.0,0.0,4.0,yes
Lufthansa,It was a not up to par with Emirates/Qatar lounges it is very hard to find. The personal assistants are not all equal ours was not very good. You can not get a VAT refund for merchandise purchased that is considered carry-on. Beware of this fact. Breakfast area seemed busy and employees falling behind in servicing passengers. Quiet areas (non- cellphone areas) are not enforced and there was always someone talking everywhere even near the quiet relaxing chairs with blankets. Limo service to your flight you better request or demand the car you want when you arrive. They put my wife and I in a Minivan with two strangers Business class HON members. I felt this Terminal relative to my experiences around the world with others such as Qatar SIA etc was very poor. There are many Business class lounges that are better than Lufthansa's First Class Terminal experience.,Frankfurt Main Airport,3.0,4,3,2.0,4.0,4.0,4.0,3.0,no
Lufthansa,Good lounge with great views. Selection of simple sandwiches and variety of drinks including alcoholic beverages. This lounge can get really crowded though with people lining up in front of the elevators.,Frankfurt Main Airport,4.0,4,5,4.0,4.0,4.0,5.0,5.0,yes
Lufthansa,"Small Lounge no bathrooms no showers no baggage storage. Every drink has to be ordered at the bar you have to wait for the staff to show up. After several minutes of waiting for the Barkeeper I finally ordered 2 Cokes for me and my friend. When she asked me if I'd want anything else I asked for 2 additional Cokes as we were very thirsty and didn't know if she was going to leave again. Her answer: ""you can have one and have to come back to get another one"". Avoid that uncomfortable place with rude staff!",Houston Hobby Airport,2.0,1,3,1.0,1.0,1.0,3.0,1.0,no
Lufthansa,I splurged on business class tickets to take my 92 yr old mother to Russia. A reason for going business class was to have a comfortable place to wait during layovers in Frankfurt. What a mistake! The business class lounges were so crowded people were waiting in line to get in. Inside there was a cattle car feeling with no place to sit and no fresh air. I was mortified that my mother was forced to sit out in the airport lobby after I had promised her the luxury of business class. Never again Lufthansa!,Frankfurt Main Airport,2.0,1,2,3.0,3.0,2.0,2.0,3.0,no
Lufthansa,Compared to some time ago the lounges have improved . Instead of haribo sweets and beer they now offer simple sandwiches hot food desserts variety of cold dishes as well as a good choice in alcoholic and non-alcoholic beverages. Staff friendly and good storage space. I think the main problems however are that a lot of people can make use of the lounges and they are overcrowded. Also a limited budget for the food and beverage service is evident. The lounge offered seating free wifi a drink and a nibble and storage for luggage.,Frankfurt Main Airport,4.0,4,4,4.0,3.0,3.0,3.0,4.0,yes
Lufthansa,Mediocrity is the word that comes to mind. In terms of food the quality is subpar - it is horrible if you are a vegetarian. Quality of drinks is also below average. The seats are not comfortable and there is an air of tightness and inability to move around effortlessly. To me two positives stood out - the shower was wonderful (some toiletries provided) and the storage area to lock your handbags so you don't have to take them around. This is not a nice lounge.,Munich Airport,2.0,2,3,2.0,1.0,4.0,3.0,2.0,no
Lufthansa,Stopped by the gate A26 Senator Lounge at around 8am on a layover to Graz Austria. Terribly overcrowded. I took one walk around found no seats available took note of the 20 people standing around waiting for a seat and immediately left. I'm sure the food and beverages were fine but if I can't sit down what's the point. So the only thing I can rate this lounge on is comfort which gets a very poor score.,Frankfurt Main Airport,3.4,1,2,0.0,0.0,0.0,0.0,0.0,no
Lufthansa,"Visited this Senator lounge located at Gate B43 arriving at around noon. After visiting the Senator lounge at Gate A26 a week previously I was expecting the worst (cramped no seats available should be used as a broom closet etc). When I entered the lounge I was pleasantly surprised. This lounge is huge and was filled only to about 20% capacity. Very spacious and clean you aren't cramped. Although the lounge did fill up while I was there seats were available. The breakfast food was fine and plentiful and beverage selection is what you'd expect in a lounge. The staff were pleasant; they greeted as you arrived and farewell as you left. There was a bartender on hand to mix drinks. I had excellent WiFi connectivity. I just wished that there was a fine lounge like this at the ""A"" departure gates so that I can relax at my layover when I'm entering Europe instead of just when I'm leaving it.",Frankfurt Main Airport,4.0,5,4,4.0,4.0,4.0,5.0,4.0,no
Lufthansa,This is the main hub of Lufthansa surely the most frequently used Senator Lounge in their entire network and yet it's tiny totally cramped and has absolutely no imagination style or flare in their decor at all. It looks like a cafeteria in an office building in 1990s Germany. When i arrived there were no seats at all available and I was forced to stand around waiting for 5 mins before I could even sit down. And the food was just very German (Bavarian) meat dishes with a cold creamy potato salad being the only vegetarian option in the whole place. Only 1 tv screen in one corner with no sound and I cant believe in another corner is a LCD display only showing tv advertising!! Having just come from the fantastic modern beautifully designed Senator lounge at JFK this feels like an economy lounge for Easyjet.,Frankfurt Main Airport,3.0,3,2,3.0,1.0,3.0,4.0,4.0,no
Lufthansa,Beautiful Lounge well designed modern and well catered by polite and efficient staff. Food quality was excellent. Probably one of the best lounges I've been in for ages.,New York JFK Airport,5.0,5,5,4.0,5.0,5.0,5.0,4.0,no
Lufthansa,Our flight from JFK landed half an hour early and there were many of us waiting outside for a considerable amount of time before the staff begrudgingly opened the lounge. One wonders if they knew we were coming! Showers are gorgeous food is acceptable but lounge staff attitude appalling. Such a contrast to other airline arrival lounges where they cannot do enough to help.,Frankfurt Main Airport,3.0,4,4,4.0,3.0,3.0,3.0,1.0,no
Malaysia Airlines,"Malaysia Airlines use the Air France Salon Première lounge at Charles De Gaulle Airport, Terminal 1. The lounge itself is nothing special with very limited selection of food and drinks and no toilets (have to go outside), but coffee and croissants/pain au Chocolat for breakfast are pretty decent. What's more important is that when you are travelling on a MAS flight as oneworld Sapphire Card holder MAS tries to send you to the dreadful ICare lounge. I was there for one minute and felt like cattle in a market. Literally no seats available and an extremely small space to manoeuvre. But oneworld Sapphire can also enter La Première and that would give you at least a more humane experience.",Paris CDG Airport,5.0,3,3,2.0,2.0,3.1,3.0,3.0,no
Lufthansa,I have been so appalled by the dismal Lufthansa Business Class Lounge at the A-Gates in Frankfurt that I felt the need to write a review. First and foremost the room was so hopelessly overcrowded there was barely a single free seat! Food offering is not just bad it is simply non-existent (if you like me don't consider peanuts a muffin and a slice of bread as a food offering). The overcrowding coupled with the sadly decreasing levels of etiquette and many people talking loudly on cell phones leads to simply unbearable noise levels. Slow wireless internet is available and is free but I can't imagine that anyone could get any serious work done in this type of environment. Highly unpleasant a disgrace.,Frankfurt Main Airport,2.0,1,2,2.0,1.0,2.0,2.0,2.0,no
Lufthansa,Been to 2 different business class lounges Mumbai and Munich. To be honest there is nothing much to offer. The lounges are overcrowded and the food is nothing great. To add internet access at Munich is not free! Also no reclining seats so no comfort to the back or neck at transit airports like Munich.,Munich Airport,3.0,2,3,4.0,3.0,3.0,1.0,2.0,no
Lufthansa,Incredible service very attentive friendly and professional! Overall a most pleasant experience and a huge difference to most other airport lounges.,Frankfurt Main Airport,5.0,5,5,5.0,5.0,5.0,3.0,5.0,no
Malaysia Airlines,"Oh what a difference a few years makes. On visiting this lounge in 2012 I thought it was one of the best I had been through, not this time. Tired, lights not working, food selection nothing like it used to be. Limited selection of drinks. Messy and unclean. Rest rooms that were filthy, no hand dryer that worked, and no paper towels. Lots of staff doing very little - well doing nothing. Lots of seating and that is one of the few positives, other than decent wi-fi. I have been a champion for Malaysia Airlines for a number of years, and I can see there is a whole world of challenges for the new CEO. This time around I cannot recommend using the Malaysia Airlines Golden Lounge in the International Satellite Building. I've used the Priority ""paid"" lounge and that was 100 times better than the Golden Wing Lounge, which is sad to say.",KLIA Kuala Lumpur Airport,3.0,3,1,1.0,1.0,1.0,5.0,3.0,no
Malaysia Airlines,Thought this lounge was below par because there are no dedicated bathroom facilities. The guest relations person was very helpful but it is not all about that is it!,Perth Airport,2.0,3,3,3.0,2.0,1.0,1.0,4.0,no
Malaysia Airlines,What a shocker! Confusing and overall a general lack of customer service. From the disinterested staff on the reception desk to the very poor washroom facilities. Food choices limited and overall a disappointing experience!,KLIA Kuala Lumpur Airport,2.0,2,2,2.0,2.0,1.0,2.0,1.0,no
Lufthansa,"Awful place. Not recommended. Dirty. Complimentary wifi requires red club membership. Very basic snacks. Not even close to the very basic business class standards. Try to avoid. Too pitiful Lufthansa partners with the guys to offer their ""business"" lounge to its passengers.",Denver Airport,1.0,1,1,2.0,1.0,1.0,2.0,2.0,no
Lufthansa,I must confirm that the Lufthansa Business class lounges (visited 3 at Frankfurt and one in Johannesburg ) are the worst without any doubt of any airline. If you are hungry visit a restaurant at the airport as the best Lufthansa has to offer is a huge bread roll with two coin sized slices of polony/fake ham. Queued for a toilet. Waited 30 min for a shower.,Frankfurt Main Airport,2.0,2,3,1.0,1.0,2.0,1.0,2.0,no
Lufthansa,One word terrible. Munich lounge Friday evening over crowded shabby and a disgrace to an alleged 4 star airline. One to be avoided at all costs.,Munich Airport,2.0,1,2,2.0,1.0,2.0,1.0,2.0,no
Malaysia Airlines,I recently travelled with Malaysia Airlines to and from Paris and so had the misfortune of using the iCare (OneWorld) Business lounge in CDG terminal 1. What a dump! Very small with old worn out couches. No Television or newspapers disgusting food and coffee no departure information screen and staff who are friendly but unable to know how to mix a simple drink. There are also no showers or change rooms and the toilets are outside of the lounge and shared by all of the business lounges. Definitely one of the worst Oneworld lounges I have used anywhere. But it does match with the rest of CDG airport which is also poorly designed badly maintained and very user unfriendly.,Paris CDG Airport,2.0,1,2,2.0,1.0,1.0,3.0,2.0,no
Malaysia Airlines,"Very ordinary particularly if you like a glass of wine and internet that is better than dial up. The general feel is ok until you get down to detail. First the bar which is not self serve and even beer is neither on display or available for self selection. As for red wine "" we only have merlot"" of a very ordinary kind. There is a first class lounge apparently at the ""satellite"" wherever that is but you won't be told about it in the main terminal unless you ask even if you are eligible. There is a definite don't care attitude in this place and as others have commented the showers and toilets are usable but not great. The food is ok and you can get freshly cooked noodles but it is pretty tasteless. Nothing here to encourage me to use MH or KL as a preferred hub but I guess I am spoilt with my regular regional being SQ with its very superior Singapore hub.",KLIA Kuala Lumpur Airport,2.0,3,2,1.0,2.0,1.0,1.0,3.0,no
Malaysia Airlines,In most respects this lounge is adequate. The WiFi is outrageously bad. On 1st April I got 7 Kbps download. Impossible to download even one email. Two other nearby pax complained. I went to reception where the agent said she gets so many complaints management doesn't act and please fill out a complaint form. MH management - are you listening? Go down the street and buy a decent router. Subscribe to a decent broadband service. Stop mucking around and deliver - most of us in this lounge are on business and internet is vital.,KLIA Kuala Lumpur Airport,3.0,4,5,3.0,3.0,4.0,1.0,4.0,no
Lufthansa,Terminal A : Had to go there since the only business lounge available was this. Very crowded couldn't find a single seat! I could swear that some were leaning on sofa chairs for rest till somebody leaves a spot. Not a single item of food was visible only draft beer. We had to leave since no seat was available and it was better to get some food outside. I wouldn't dream of coming here again. Terminal B a lot more spacious than the one in A. More food selection (bread vegetable noodle soup cream cheese/Butter olives and pickles) and soft drinks/beer is provided. A single 40inch-something monitor was only available. Good selection of newspapers (they had chinese/arabic newspapers as well I was surprised). An okay lounge but it would need more improvement on the food bar selection. Both lounges you have to pay for Wi-Fi.,Frankfurt Main Airport,3.0,3,4,3.0,3.0,4.0,1.0,2.0,no
Lufthansa,Lounge was over crowded and there was no where for me to sit. Wifi was not free which is joke and of the computers that offered 'Free Wifi' I was unable to log into any of my email accounts - the internet just didn't work. Onboard I was promised 'free breakfast at the business class lounge' on arrival at the airport should I choose not to eat on the plane. Imagine my disappointment when all that was available was asparagus soup - that tasted like dish water. Coming off an overnight flight from the US and waiting to connect to another flight I expected better food to be waiting for me and at least a place to sit and be able to check my emails also.,Frankfurt Main Airport,2.0,1,3,3.0,1.0,3.0,1.0,3.0,no
Lufthansa,Spent half-an-hour in this lounge yesterday and I thought that it was very much in line with the typical Lufthansa offering. Even food and snacks feel standardized across the world when you travel Lufthansa! I liked the good location close to the gates and pleasant staff. I disliked the bulky and complicated way to get Internet Access and the computers in the lounge should have been sent to a museum about ten years ago!,Washington Dulles Airport,3.0,3,3,4.0,4.0,3.0,2.0,3.0,no
Malaysia Airlines,There have clearly been some attempts to upgrade this place since I was last there 3 years ago but without too much success  it has to be said. Another of those huge impersonal lounges that can get crowded. Without wishing to be snobbish this seems to be as a result of allowing access to non Biz/First class passengers who are on other airlines' FF lists or have just bought passes for cash. I suppose the rather bizarre almost 'speakeasy' hidden alcohol bar is a sop to the religious people in the country and the choice/quality is OK but no more. Also food is adequate without being impressive. Seating is reasonably comfortable but the toilets/showers are starting to show their age. To be quite honest the MAS Business class lounge in the domestic part of the terminal is a far nicer experience less impersonal better seating and food (including an absolutely fantastic malay chicken curry). OK they do not pretend to serve alcohol (as on their domestic flights) but at least you know where you stand.,KLIA Kuala Lumpur Airport,3.0,3,3,1.0,3.0,2.0,3.0,3.0,no
Malaysia Airlines,A surprisingly poor offering from MAS. This lounge is large poorly arranged (seats in lines and very closely spaced) dirty poorly equipped and in dire need of renovation. There is a small bar near the entrance which serves a very limited selection of alcoholic drinks (no self service) including a couple of poor quality wines beer and no champagne or spirits. The bar also closes early regardless of the number of passengers in the lounge. Hot food was cold and there was a very limited selection. Hot drinks machines were poor but there was a serviced coffee bar with a good selection of coffees and teas made to order. WiFi so slow it was next to useless. Overall very poor - looking forward to the Emirates Lounge reopening after refurbishment.,KLIA Kuala Lumpur Airport,1.0,1,1,2.0,2.0,1.0,1.0,2.0,no
Malaysia Airlines,There is a Golden Lounge located in both terminals. This I found out after being directed to the satellite terminal by airport staff when I could have stayed in the main terminal. I preferred the main terminal lounge. The food was of good quality with hot and cold options. I arrived just before the change over from breakfast to lunch. There is a bar but you are made to feel awkward as it's hidden away. The tables are not cleared very often however and there was only a cold shower available.,KLIA Kuala Lumpur Airport,3.0,4,3,3.0,4.0,3.0,3.0,3.0,no
Lufthansa,"Overcrowded at first but it cleared out as I had four hours to wait on my flight. This is the only lounge I have seen within the Star Alliance group to charge for internet usage. That is just stupid. As always the staff are unpleasant and unhelpful. When I asked if I could get a wireless card with a password I was told and I quote: ""Yes. Your Credit Card."" very succinctly. I have to agree with most of the reviews I have seen so far - chairs are uncomfortable it can be very crowded and the two tiny elevators allowing access to the lounge are ridiculous and slow. All of the Star Alliance airlines need to get together and take a course from Singapore Airlines on how to run a proper lounge. Services are so inconsistent across all of the airlines that it's almost comedic.",Frankfurt Main Airport,2.0,2,3,2.0,2.0,4.0,1.0,1.0,no
Lufthansa,Overcrowded mess. The worst thing is that the only way to get in or out (barring a fire) is through two tiny and slow elevators. I was shocked when I was trying to go to my plane and I had to wait for a long line to clear just to get out. I'm sure people have missed their flights because of that set up.,Frankfurt Main Airport,2.0,3,2,3.0,2.0,1.0,1.0,2.0,no
